,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
157,Code Black,Tonight Will Never Die - Audiotricz Remix Edit,1Ap50DODvqAkD3Xt4Dc9pg,27,0.547,0.826,9,-3.288,0,0.0414,0.0258,6.27e-06,0.0889,0.227,150.039,198400,4
158,Bryce Vine,Sour Patch Kids,5DJNyvuMmZfsfvdTpMMmUq,68,0.523,0.783,9,-5.084,1,0.0545,0.0144,1.71e-05,0.219,0.581,76.588,252547,4
159,Piano Dreamers,Replay,6B9F0uvDLp4BBd9lvjrAxi,7,0.643,0.321,6,-17.222,0,0.0483,0.973,0.936,0.0992,0.199,140.034,204093,4
160,Taylor Swift,New Romantics,6rZVy6FIG7lSJQMFXHo12z,67,0.633,0.889,5,-5.87,1,0.0715,0.00463,0.000458,0.0658,0.584,121.956,230467,4
161,The Texas Tenors,O Sole Mio (Live 2014),1rpSBzExnwUxjbx7A7Jt99,8,0.259,0.385,7,-11.789,1,0.0347,0.921,0.0,0.955,0.191,112.046,160039,5
162,Eminem,Lose Yourself,77Ft1RJngppZlq59B6uP0z,70,0.689,0.735,2,-4.545,1,0.267,0.00922,0.00072,0.365,0.059,171.403,320627,4
163,Iggy Azalea,Fancy,4SCqUwciB6vSBOPnq6vmJT,6,0.912,0.701,8,-4.154,1,0.0744,0.108,0.0,0.0415,0.389,94.958,199947,4
164,Eric Paslay,Friday Night,66rVt7PbwyKlu6CK6rxyAi,68,0.657,0.841,9,-4.188,1,0.0452,0.16,0.0,0.177,0.722,120.009,167213,4
165,William Elliott Whitmore,Does Me No Good,5S6U4yTjap6e9Fx9C9b9uF,13,0.632,0.342,9,-8.103,1,0.0302,0.836,0.0,0.0627,0.468,139.887,296880,4
166,Alex & Sierra,Little Do You Know,1almCHdsfikRPfVB9VrEdT,76,0.5,0.292,0,-8.554,1,0.0323,0.746,0.0,0.188,0.37,145.879,185200,4
167,Benjamin Young,2014,1XoUEgsUT0KHpaFi5w6NyL,0,0.377,0.628,7,-7.911,1,0.0557,0.0187,0.00668,0.144,0.186,159.899,172314,4
168,Cody Johnson,Dance Her Home,2g3vpJiqwswGJbUOSkCWqC,67,0.674,0.892,0,-3.771,1,0.0293,0.205,0.0,0.694,0.889,114.048,174680,4
169,William Elliott Whitmore,Red Buds,6FtYGCqgjQHSKdKz8CXdUZ,13,0.563,0.517,0,-6.888,1,0.0312,0.599,0.00214,0.144,0.226,122.991,227707,4
170,Lana Del Rey,West Coast,5Y6nVaayzitvsD5F7nr3DV,76,0.527,0.591,6,-7.664,0,0.0396,0.194,0.0194,0.0907,0.461,123.167,256760,4
171,Cimorelli,Happy (feat. Tyler Ward),2JlZDYvvocE3yxka1fET7i,4,0.616,0.553,5,-7.549,0,0.133,0.553,0.0,0.318,0.59,157.871,146749,4
172,Romeo Santos,Propuesta Indecente,5PycBIeabfvX3n9ILG7Vrv,77,0.757,0.632,2,-6.83,1,0.0549,0.499,0.0,0.0723,0.742,122.936,235133,4
173,William Elliott Whitmore,Sometimes Our Dreams Float Like Anchors,44XqrOTmdRedoCCh662qPO,13,0.615,0.575,7,-6.141,1,0.0277,0.65,0.0,0.0643,0.701,110.124,298880,4
174,Plan B,Candy,2ctjDCCg1wHoQSjIJ8p6U4,72,0.897,0.864,11,-3.735,0,0.147,0.252,0.0,0.517,0.542,95.981,207627,4
175,Charts Hits 2014,Stolen Dance,3ZZLpDYion1maFIxLAez41,19,0.841,0.548,11,-7.102,1,0.0295,0.019,0.00025,0.0674,0.961,114.022,313543,4
176,Shakira,Can't Remember to Forget You (feat. Rihanna),2Sh4sAOfnSHEVKFyysxzat,77,0.694,0.81,11,-3.556,0,0.0661,0.122,0.0,0.141,0.824,137.968,206867,4
177,David Dallas,Runnin',3aZMPb7gMGgeckWAj8y6oe,18,0.725,0.844,5,-6.453,0,0.206,0.436,6.5e-06,0.217,0.663,148.008,226720,4
178,Shy Glizzy,White Girl,5yJzkdwbrQCwua2dIC3K6A,69,0.698,0.793,1,-5.332,0,0.105,0.123,0.0,0.0805,0.454,129.948,236760,4
179,eliasadvance,2014,4O8eTqjCK0suSON35BFX5S,1,0.732,0.391,8,-11.796,1,0.413,0.538,0.000635,0.118,0.769,75.044,54413,4
180,Ariana Grande,Break Free,12KUFSHFgT0XCoiSlvdQi4,75,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,214840,4
181,William Elliott Whitmore,Pine Box,1bSqdW4AuPmeZz25TX1R74,13,0.515,0.327,5,-8.543,1,0.0347,0.917,0.0,0.0995,0.202,110.636,309373,3
182,Labrinth,Jealous,4G92yYrUs0cvY7G41YRI0z,76,0.439,0.153,1,-8.95,1,0.0479,0.874,0.0,0.107,0.104,116.76,287693,3
183,Charts Hits 2014,The Man,4Rt0kMJx8R1ErcK3ZGVZro,5,0.56,0.849,11,-5.073,0,0.0486,0.0134,0.0,0.0828,0.595,171.932,257914,4
184,Young the Giant,Mind Over Matter,5Az8KU81g2aLBbJN67F2CI,71,0.466,0.763,0,-4.448,1,0.0318,0.000501,0.0,0.0973,0.293,154.914,244693,4
185,The Texas Tenors,Somewhere (Live 2014),4zMnLSE8OoiFN5pRyy50Za,7,0.206,0.462,11,-9.146,1,0.0358,0.833,0.00565,0.966,0.156,128.862,222762,4
186,Pitbull,Fireball (feat. John Ryan),4Y7XAxTANhu3lmnLAzhWJW,74,0.761,0.933,10,-5.38,1,0.056,0.0908,8.53e-05,0.0607,0.836,122.959,236200,4
187,DJ Remix Factory,Dark Horse (Remix),7gfgdLVu6TOwAlCwhTX5Zn,7,0.697,0.701,8,-5.835,1,0.0415,0.00144,0.0153,0.112,0.441,131.982,278240,4
188,Calvin Harris,Outside (feat. Ellie Goulding),7MmG8p0F9N3C4AXdK6o6Eb,79,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,227267,4
189,The Texas Tenors,Bless the Broken Road (Live 2014) [feat. Marcus Collins],0Yjg6GL7dQEgcFfHRKiJZu,8,0.482,0.445,0,-11.415,1,0.0369,0.8,0.0,0.973,0.401,136.24,230000,4
190,Tinashe,2 On (feat. ScHoolboy Q),3jVtllWS5CFFWLQng8sKsr,71,0.742,0.595,9,-7.51,1,0.107,0.15,0.0,0.111,0.431,101.013,227000,4
191,Sylas Yuma,2014,3hTMs2MLabqRS4kKKv45sq,0,0.613,0.835,11,-6.227,1,0.413,0.445,0.0,0.117,0.764,160.104,156944,4
192,Taylor Swift,Bad Blood,273dCMFseLcVsoSWx59IoE,67,0.65,0.802,7,-6.114,1,0.181,0.0871,6.54e-06,0.148,0.295,170.146,211933,4
193,William Elliott Whitmore,When Push Comes to Love,1ohuoDPiWoblAxZXAj6w0q,12,0.419,0.24,2,-9.041,1,0.0265,0.928,4.98e-05,0.154,0.178,93.137,250053,3
194,A Great Big World,Say Something,6Vc5wAMmXdKIAM7WUoEb7N,74,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,229400,3
195,Doja Cat,So High,1yvSMyZn27M4wEslpSvB0D,68,0.621,0.585,10,-5.632,0,0.0457,0.12,1.91e-06,0.05,0.668,132.004,199747,4
197,J. Cole,A Tale Of 2 Citiez,52A8OAP8lTQKZCj4Rce92B,69,0.771,0.536,11,-8.534,1,0.323,0.553,1.05e-06,0.294,0.343,94.995,269721,4
198,William Elliott Whitmore,The Day the End Finally Came,2hoPDKJ6yqKVStIFjNVvDZ,12,0.446,0.413,2,-7.052,1,0.0272,0.97,5.55e-05,0.119,0.361,141.711,266467,4
199,Lee Brice,I Don't Dance,5aj0xPGiEUN3aI2oOYu14S,67,0.587,0.559,1,-7.742,1,0.0321,0.399,6.69e-06,0.0992,0.19,92.036,221173,4
200,Charts Hits 2014,Hero (Let Me Go),1TuQsHyclrHMDRYUgpB2TK,17,0.437,0.642,5,-5.924,1,0.0297,0.859,0.000261,0.0956,0.39,87.504,190347,4
201,Blue Swede,Hooked On A Feeling,2Nz6aF1umHh5Et6I5H581L,67,0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,172867,4
202,Martin Zellar,Ten Year Coin - Demo,0wlMzw7lUeCTelAOwH7dXL,7,0.441,0.915,4,-6.913,1,0.0529,0.0104,0.00129,0.111,0.877,196.554,292693,4
203,Beyoncé,Partition,5hgnY0mVcVetszbb85qeDg,72,0.418,0.441,11,-11.522,0,0.283,0.029,0.0707,0.306,0.172,175.928,319467,4
204,Joy,Megamix 2014 - Long Version,5V8BvHIC3E3hmC3DrWuoSy,14,0.584,0.866,11,-7.123,0,0.0371,3.94e-05,0.247,0.278,0.585,120.007,460000,4
205,Slipknot,The Devil in I,5hheGdf1cb4rK0FNiedCfK,73,0.398,0.939,9,-2.865,0,0.0648,0.00591,0.000881,0.357,0.235,92.027,342821,4
206,The Texas Tenors,Thank God I'm a Country Boy (Live 2014) [feat. Jc Fisher],3oDcB2dBkC5EowmjjY6DwT,8,0.652,0.805,7,-9.509,1,0.0562,0.676,0.0,0.398,0.848,104.877,88360,4
207,PARTYNEXTDOOR,Recognize (feat. Drake),5wUUWVRvrciJqFitZF8R0P,70,0.643,0.541,2,-5.801,1,0.0426,0.0102,0.0,0.102,0.165,119.499,311197,4
208,Soccer Stars,We're Not Going to Take It,4ElUTmIzKWM6MOedpOM1NQ,5,0.494,0.583,11,-11.089,0,0.0349,0.351,0.0,0.131,0.961,149.14,220421,4
209,ScHoolboy Q,Studio,29gsi1zZrZxdStACmTQB0Z,68,0.709,0.589,8,-7.776,0,0.0433,0.0507,0.0,0.0585,0.58,133.922,278067,3
210,Matthew Rix,2014 Was a Terrible Year,5uUl6lXgsTGbHxXgMBf93H,5,0.732,0.324,7,-12.618,1,0.593,0.857,0.0,0.282,0.823,113.743,68615,4
211,Saint Motel,My Type,2Iq6HhIquO7JKr0KfTNLzU,69,0.595,0.896,10,-2.951,1,0.047,0.0641,5.82e-05,0.0748,0.567,118.001,204812,4
212,Cimorelli,Rather Be,77p2ie7X1XTQR0jqqVNnsU,2,0.627,0.476,11,-12.07,1,0.0655,0.0637,0.0,0.162,0.631,120.881,189094,4
213,Beyoncé,Drunk in Love (feat. Jay-Z),6jG2YzhxptolDzLHTGLt7S,72,0.583,0.621,5,-6.902,0,0.0479,0.00972,0.00106,0.181,0.399,140.036,323480,4
214,William Elliott Whitmore,Lee County Flood,66zCDwRFTwyOlXWJ7dKlOh,11,0.723,0.371,2,-8.059,1,0.0357,0.852,0.0,0.0557,0.65,136.188,196307,4
215,Nicki Minaj,Anaconda,794F99D5BQHS5ZGRXAs7I5,67,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.994,260240,4
216,Cimorelli,Fancy,4IIBxiIaJ7kp0Pl7HrKyXy,5,0.851,0.568,0,-8.092,0,0.178,0.0305,0.0,0.109,0.397,95.026,204696,4
217,Nicki Minaj,The Night Is Still Young,4bBrKDo8rchikwZOtmXbIH,66,0.656,0.692,1,-6.145,0,0.0563,0.00212,0.00305,0.128,0.693,128.016,227560,4
218,William Elliott Whitmore,Rest His Soul,4TqNK7kT1FMw2odI7loPKb,12,0.73,0.224,0,-8.677,1,0.0303,0.867,1.06e-06,0.117,0.278,114.907,237053,3
219,Justine Skye,Collide (feat. Tyga),22I3h5AOENlH4CqXJsEbFR,74,0.418,0.31,11,-9.869,0,0.0625,0.095,0.0,0.216,0.131,139.614,260170,4
220,Stereojackers vs. Mark Loverush feat. Jenna Donelly,Everyday 2014 - Radio Edit,4AfmIgZGW0kvGf6i3b1a9W,6,0.525,0.984,0,-1.987,1,0.0955,0.0382,0.0893,0.509,0.107,134.987,190222,4
221,Sage The Gemini,Gas Pedal,1UMKquW1olreYO1LlLmTqi,68,0.843,0.538,1,-8.028,1,0.0833,0.0273,0.0,0.124,0.428,97.49,208160,4
222,Steve Harley,"Mr. Raffles (Man, It Was Mean) - 2014 Remaster",48RF03Q2HrdSSYfBNqkjlh,25,0.693,0.509,4,-11.378,1,0.0288,0.515,0.0,0.37,0.754,132.337,275973,4
223,Clean Bandit,Rather Be (feat. Jess Glynne),3s4U7OHV7gnj42VV72eSZ6,73,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833,4
225,Miranda Lambert,Somethin' Bad (with Carrie Underwood) - Duet with Carrie Underwood [Album],6s9m5J92By7jii22Q2XtY2,67,0.68,0.888,9,-5.308,1,0.055,0.0527,2.82e-06,0.0575,0.484,90.076,169587,4
226,The Texas Tenors,He Looked Beyond My Fault (Live 2014) [feat. John Hagen],4xoODxgkMepVl57pda3UFJ,7,0.221,0.249,3,-12.948,1,0.0332,0.968,5.35e-06,0.705,0.101,85.763,143299,3
227,Hozier,Cherry Wine - Live,1C042FLYy7rP3MfnkOcnha,67,0.415,0.11,1,-14.901,1,0.0388,0.951,0.00236,0.0962,0.234,81.876,240147,4
228,2014omri,A 2014 news flash,0EeW0wK5w36Ron8H9xMpFB,0,0.607,0.696,11,-6.702,0,0.0317,0.0243,1.75e-05,0.164,0.674,117.024,213818,4
229,The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2PIvq1pGrUjY007X5y1UpM,77,0.659,0.381,2,-5.922,0,0.0304,0.385,0.0,0.0972,0.426,119.844,252227,3
230,Dan Forrest,"Lead, Kindly Light",3QDfzx40dDTYvneFGWAjOI,11,0.0704,0.0897,3,-25.601,0,0.0421,0.958,0.437,0.666,0.0395,73.321,543341,3
231,G-Eazy,I Mean It (feat. Remo),6jmTHeoWvBaSrwWttr8Xvu,70,0.712,0.562,10,-6.008,1,0.129,0.125,0.0,0.136,0.142,140.0,236480,4
232,Mobezzy666,2014,2PhBNhEOJhEp7TeEO3Dl91,3,0.608,0.606,6,-11.978,1,0.0725,0.096,0.0,0.108,0.334,155.998,136923,4
233,Chris Brown,Loyal (feat. Lil Wayne & Tyga),5BrTUo0xP1wKXLJWUaGFtk,73,0.841,0.522,10,-5.963,0,0.049,0.0168,1.37e-06,0.188,0.616,99.059,264947,4
234,Above & Beyond,Anjunabeach - Genix vs. Las Salinas Remix,1TeLlRNL2ySKbBH4NYleEr,10,0.763,0.663,0,-7.078,1,0.106,0.000116,0.884,0.036,0.0911,129.997,418745,4
235,Brantley Gilbert,Bottoms Up,0HZUp8fm9fh1Mitqx4CIOr,65,0.474,0.857,7,-5.734,1,0.0435,0.113,0.0,0.134,0.545,170.006,220200,4
236,Will Atkinson,Victims - Radio Edit,6AM625nxfbPIVRqaaBM32m,4,0.448,0.968,1,-5.546,1,0.0456,0.00708,0.924,0.115,0.279,137.993,236522,4
237,Phantogram,Black Out Days,2IWtloZYQDcP8Ashwx8QEF,76,0.542,0.795,4,-3.63,0,0.0368,0.00506,0.019,0.0851,0.431,92.234,227160,4
238,William Elliott Whitmore,Cold and Dead,72vOWfimtII3k8Nb5mNjoM,11,0.42,0.312,9,-10.381,1,0.0686,0.933,0.0,0.176,0.4,130.328,199600,4
239,Nicki Minaj,Feeling Myself,5fyIGoaaKelzdyW8ELhYJZ,66,0.564,0.703,2,-5.459,1,0.269,0.437,0.00927,0.358,0.477,139.045,237840,4
240,Cimorelli,Really Don't Care,5DILHADe38Lz9P9yZcfbXQ,9,0.751,0.767,7,-5.525,1,0.0458,0.0261,0.00149,0.072,0.836,120.982,200708,4
241,Home,Resonance,65r94rVdiMwqXyQFEr3tqT,69,0.566,0.74,8,-8.614,1,0.063,0.0352,0.849,0.221,0.419,170.098,212881,5
242,Johann Strauss II,"Klipp-Klapp, Galopp, Op. 466",0m043y24adXGtdr8d8relL,20,0.396,0.424,5,-19.293,1,0.465,0.925,0.883,0.732,0.653,174.019,140947,4
243,Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),0fgZUSa7D7aVvv3GfO0A1n,71,0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448,226581,4
244,William Elliott Whitmore,Lift My Jug (Song for Hub Cale),0fQzEQhKoIqMZIiPrvbGTX,10,0.664,0.705,2,-5.015,1,0.0758,0.914,0.0,0.101,0.61,104.107,215240,4
245,Rascal Flatts,I Like The Sound Of That,5S5rw0WLVCAux5B5bWCehK,65,0.611,0.8,0,-5.61,1,0.0377,0.257,0.0,0.194,0.527,89.974,209280,4
246,Set It Off,Wolf in Sheep's Clothing (feat. William Beckett),4WXFDVe299Po8ih6Np54n2,67,0.445,0.907,11,-3.894,0,0.0773,0.00161,0.0,0.403,0.71,165.069,187880,4
247,William Elliott Whitmore,Burn My Body,6GUmOhSqOxiUVk14zqWKfM,10,0.574,0.394,4,-9.596,1,0.0277,0.884,0.000906,0.0918,0.331,114.048,251933,3
248,Migos,Fight Night,6Xa2q0dapj03CsRzmD0Os5,67,0.874,0.706,1,-5.132,1,0.207,0.182,0.0,0.334,0.895,89.961,216248,4
250,Mr. Probz,Waves - Robin Schulz Radio Edit,1HFfMOxCAT4GAwaPfCdmUs,79,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.00143,0.0829,0.45,119.994,208133,4
251,Code Black,Starting Over - Radio Edit,0915IC3wPbQfmWSktVuEiQ,22,0.562,0.945,10,-2.608,1,0.0455,0.0383,0.0,0.238,0.564,150.027,188800,3
252,Enrique Iglesias,Bailando - Spanish Version,32lm3769IRfcnrQV11LO4E,68,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,243413,4
253,Boyz Boyz Boyz,We Own the Night,3cONY7jHArPLbBM1sDmKMu,5,0.564,0.773,6,-5.778,0,0.0786,0.00157,4.17e-05,0.177,0.492,125.952,199668,4
254,YG,Who Do You Love?,7ngdkrVQPgP3AoIxUrTpHT,68,0.68,0.411,9,-9.761,1,0.434,0.0336,0.0,0.0889,0.161,193.131,233515,4
255,The Texas Tenors,Because (Live 2014),3gB3SJ6Kwv11y24MhKVsar,6,0.221,0.348,7,-11.218,1,0.0356,0.861,0.0,0.966,0.123,71.801,144492,4
256,Rich Gang,Lifestyle,7DTlsMOQjGysXHpwwpHuPl,67,0.546,0.667,1,-5.236,1,0.274,0.0152,0.0,0.0895,0.471,87.666,269693,4
257,Jason Aldean,Burnin' It Down,5HJqpDspKDKwQpLjvkcIsD,65,0.681,0.795,6,-6.652,1,0.049,0.305,9.41e-06,0.109,0.64,135.939,219160,4
258,William Elliott Whitmore,The Buzzards Won't Cry,5E4B7cLYFonWyUgOSRGTAh,10,0.664,0.396,9,-6.883,1,0.0379,0.911,1.7e-06,0.0906,0.544,99.327,141467,4
259,K CAMP,Comfortable,2BqQQXuBOuhaWeUP7okEx0,66,0.765,0.412,7,-8.932,0,0.0726,0.72,0.0,0.126,0.632,109.986,211573,4
260,Bush,Glycerine,7wpYSigAhQeZp3cdsMQ3Af,65,0.437,0.337,5,-11.439,1,0.0326,0.0371,0.000946,0.0981,0.0784,114.239,266493,4
261,The Texas Tenors,God Bless the U.S.A. (Live 2014),3Vr8Wb6sQ6d0FEuPIl0dJp,7,0.426,0.512,4,-9.271,1,0.0378,0.677,0.0,0.972,0.46,143.962,182600,4
262,Cole Swindell,Chillin' It,0Utg7sirTPqrs6Cx0FbriQ,65,0.576,0.849,9,-3.057,1,0.0386,0.511,3.89e-05,0.109,0.666,137.982,196747,4
263,Tweety_Vs_The_w8rld,2014,2wOfJNJiiIi0I08GIUkUXU,0,0.658,0.703,11,-9.228,0,0.249,0.189,0.0,0.2,0.455,143.967,148402,4
264,Bush,Machinehead,6dJODklApmve5IzgKWUqV2,65,0.143,0.919,9,-4.438,1,0.11,2.57e-05,0.00427,0.134,0.201,172.668,256333,3
265,Michael Stanley,My Brand New Day,6VlE0tCx8ym2cpPU2nn359,8,0.539,0.96,1,-7.627,0,0.0393,0.00191,0.00124,0.314,0.789,99.964,334693,4
266,Romeo Santos,Odio (feat. Drake),1iLv1ieT9BZ3qsti9yTCnG,71,0.802,0.725,0,-5.965,0,0.0676,0.574,0.0,0.0821,0.598,128.04,225000,4
267,Vic'tro,014,4WFfDZYvkF2IJAaLQbpvaD,7,0.789,0.37,1,-16.734,1,0.189,0.0541,0.0117,0.227,0.2,130.016,103870,4
268,Banda MS de Sergio Lizárraga,Háblame De Ti,1O18MtSAMUk7JfAVB8gGzs,72,0.781,0.553,5,-4.598,1,0.0454,0.622,1.61e-06,0.0832,0.832,145.06,190773,3
269,Little Feat,Join the Band - 2014 Remaster; Live Version,4mkxlspcwYYml0WvbKbWYI,6,0.256,0.352,7,-19.994,1,0.0927,0.194,0.0,0.945,0.209,91.688,114293,4
270,Bleachers,Rollercoaster,5L95vS64rG1YMIFm1hLjyZ,67,0.421,0.79,10,-6.227,1,0.0538,0.00205,0.000309,0.148,0.279,162.024,188867,4
271,Qmit,2024,1J4kmDq3we9JBVQ89y53ev,2,0.798,0.471,11,-19.222,0,0.0602,0.0184,0.86,0.122,0.367,125.007,238265,4
272,Calvin Harris,Blame (feat. John Newman),07nH4ifBxUB4lZcsf44Brn,77,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,4
273,The Bruisers,21 Years,015qMhujogj3xL4G0vUQyP,7,0.288,0.865,11,-8.965,0,0.0513,0.00474,0.29,0.22,0.799,107.278,129293,4
276,STARSET,My Demons,3Xfg7AegXaDLoD5GOUMf2e,72,0.274,0.652,5,-6.196,0,0.0625,0.00768,6.42e-05,0.108,0.1,173.008,288036,4
277,William Elliott Whitmore,Everyday,2BLI4Z9k2GU7HF7Oj4Schg,9,0.68,0.228,7,-9.651,1,0.0349,0.901,0.0,0.0566,0.248,119.863,261960,3
278,T-Pain,Up Down (Do This All Day) (feat. B.o.B),6lbhWl34Il0WXm5pX1fM9E,69,0.778,0.498,5,-6.846,0,0.0562,0.256,0.0,0.295,0.464,96.995,231093,4
279,ulikity,2014,3wkWwuPQjgyNWfvoxMajz4,0,0.647,0.809,8,-7.869,1,0.427,0.47,0.0215,0.34,0.474,144.522,91684,4
280,Florida Georgia Line,Sun Daze,0El2Zyt68nYySFDG87hZgM,65,0.476,0.952,4,-3.783,1,0.041,0.0981,2.91e-06,0.438,0.849,170.062,184707,4
281,William Elliott Whitmore,Lord Only Knows,7LyAZm7YXQZujfTSanoXjR,9,0.542,0.396,7,-8.137,1,0.0328,0.909,5.65e-06,0.0823,0.556,84.672,210933,4
282,Kevin Gates,I Don't Get Tired (#IDGT) (feat. August Alsina),6HMHgBHdLBQ0QYIaOp2gse,65,0.492,0.698,1,-5.606,1,0.171,0.0524,0.0,0.428,0.288,139.953,209707,4
283,Dennis Pedersen,Remember - Radio Edit,3SlUTplFFj9e7OE0JKBZ8D,1,0.43,0.992,1,-5.961,1,0.0492,0.00165,0.887,0.387,0.221,139.989,200571,4
284,Cold War Kids,First,3omXshBamrREltcf24gYDC,66,0.468,0.692,2,-4.015,1,0.0295,0.0202,2.39e-06,0.523,0.561,78.009,200360,4
285,The Texas Tenors,Unchained Melody (Live 2014),68bDgG2bG4YmYY3poyJ4lg,7,0.266,0.404,11,-10.699,1,0.0333,0.882,0.0,0.961,0.157,96.891,232815,3
286,Hozier,Work Song,5TgEJ62DOzBpGxZ7WRsrqb,65,0.531,0.363,10,-7.672,1,0.0608,0.749,0.0,0.112,0.259,121.412,229720,4
288,5 Seconds of Summer,Amnesia,1JCCdiru7fhstOIF4N7WJC,65,0.572,0.499,2,-5.237,1,0.0311,0.0283,0.0,0.213,0.108,101.593,237248,4
289,William Elliott Whitmore,Porchlight,1E2atBP9ejfT9btODLDMAT,9,0.722,0.368,2,-8.195,1,0.0287,0.84,0.0,0.142,0.322,106.472,350028,3
290,David Nail,Whatever She's Got,4PJXT82AZtlDW4Q71b43oz,65,0.527,0.723,1,-6.134,1,0.0411,0.217,0.0,0.037,0.888,160.465,236800,4
291,J V S U N,Year 24,4lrBhZ19spRupkul4eLoEJ,1,0.585,0.88,5,-7.735,0,0.344,0.00229,0.0,0.0925,0.654,136.157,164160,4
292,Cody Johnson,Never Go Home Again,0CWFczodn19J8r9dftuMMH,64,0.429,0.675,4,-5.296,0,0.0463,0.434,0.0,0.186,0.418,168.003,252147,4
293,Florida Georgia Line,Anything Goes,46ZfPS5VpSQVU5gb82hg3K,65,0.458,0.976,0,-3.791,1,0.0459,0.00182,0.0,0.193,0.76,154.007,218867,4
294,King Wooh,2014,6xJZ4yt1SlRUW2NScD3Cwh,0,0.471,0.916,5,-2.93,0,0.241,0.274,0.0,0.101,0.527,175.858,91578,4
295,Vance Joy,Mess Is Mine,29jtZGdgpE2lWm2mkIt6HS,66,0.595,0.723,7,-8.256,1,0.0349,0.047,0.0286,0.0995,0.272,108.043,223640,1
296,Agonoize,Glaubenskrieger,3pEY2GmuarossoE2UEAuxa,26,0.582,0.945,2,-6.692,1,0.0446,0.00561,0.088,0.135,0.844,115.029,241950,4
297,Ryan McCartan,Meant to Be Yours,6YYeBYEpkiR84eCDNPBDoF,68,0.505,0.589,6,-6.916,1,0.0852,0.514,0.0,0.058,0.585,99.648,205827,4
298,Karolini,Summer 2014,6xT599sMbDGBFj68sRuJgW,4,0.563,0.915,4,-5.017,0,0.0337,0.0118,0.9,0.0463,0.961,95.986,192500,4
299,PARTYNEXTDOOR,Belong to the City,05ht6LtilQXryLlGAKH208,68,0.505,0.476,5,-9.767,0,0.0508,0.709,0.00128,0.129,0.2,176.332,98024,4
300,Michael Stanley,Home Tonight,5HvJcGUiorOUQg24W7aGP6,6,0.595,0.612,7,-7.587,1,0.0252,0.0557,0.000844,0.061,0.275,143.967,314067,4
301,The Neighbourhood,Unfair,0xD23i0X1WjqMSYIxRfO80,72,0.477,0.572,8,-7.328,1,0.0319,0.00708,0.784,0.144,0.0414,194.033,146867,4
302,Mcboy,Wiggle - Remix,11loQXG1fbqfmrzhNoQBmA,10,0.734,0.602,9,-7.449,0,0.225,0.241,2.59e-06,0.416,0.547,164.021,193634,4
303,Eric Church,Talladega,1TKlBK9cSrM5u4CiL4SETS,64,0.586,0.677,1,-8.343,1,0.0294,0.043,0.0936,0.0884,0.562,144.001,262280,4
304,Michael Stanley,Winter,4WjIrLOWu7tGwd9SoEelWe,7,0.572,0.478,0,-10.261,0,0.0243,0.231,0.0359,0.221,0.35,80.002,482173,4
305,Future,Codeine Crazy,0joQFwiBKmi6X1Iq5R1ubH,67,0.745,0.617,6,-7.22,0,0.144,0.168,0.0,0.389,0.185,125.98,346907,4
306,CDM Project,Fancy,4qRW4wrv7WBudnrldVWf7c,2,0.9,0.5,7,-8.317,0,0.107,0.19,0.0,0.675,0.564,95.042,199000,4
307,Hozier,Jackie and Wilson,4JpazKcfOhbwqZrsYhzHee,64,0.555,0.727,6,-4.202,1,0.0388,0.0579,7.52e-06,0.0937,0.739,82.142,223120,4
308,Pkh,Born to Be Alive,7A73eidK72Jt95b8pqGkp1,16,0.701,0.921,2,-4.385,1,0.0296,0.0217,0.00011,0.0401,0.866,132.204,194281,4
309,Usher,I Don't Mind (feat. Juicy J),7aXuop4Qambx5Oi3ynsKQr,68,0.87,0.464,4,-8.337,1,0.178,0.205,0.0,0.0902,0.457,112.974,251989,4
310,Scuttlebuggs,2014: Year of Lady Gorilla,2OEAMgFPIi6ssx3C0bJgya,0,0.358,0.198,9,-13.536,1,0.0286,0.6,0.46,0.149,0.206,87.97,293000,4
311,Sam Hunt,Leave The Night On,3wx2kQWPn9p5UppQbNhPAk,65,0.514,0.951,9,-3.813,1,0.0603,0.0951,0.0,0.349,0.838,171.96,192160,4
312,Code Black,Pandora - Yearmix Edit,5XaUpyRqRKv6oQWGtjLktx,24,0.425,0.922,5,-2.816,0,0.131,0.0709,0.0167,0.197,0.365,149.937,278800,3
